OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,datasetID,FAMILY,GENUS,scientific,VERIF,REP_AREA_K,eventDate,Shape_Length,Shape_Area
133,2,133,475,Nordeste,Paraiba and Pernambucco,Borete,-8.499622000000000,-35.003127999999997,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,133,137.000000000000000,Cymodoceaceae,Halodule,Halodule spp.,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
134,2,134,476,Nordeste,Paraiba and Pernambucco,cupe,-8.466621000000000,-34.989438000000000,4,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,134,137.000000000000000,Cymodoceaceae,Halodule,Halodule spp.,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
135,0,135,477,Nordeste,Paraiba and Pernambucco,Enseada dos Corais,-8.312229000000000,-34.946179000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,135,,,,,,,,62831.853071795863798,314159265.358979284763336
136,0,136,478,Nordeste,Paraiba and Pernambucco,Tambaba,-7.361306000000000,-34.798406000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,136,,,,,,,,62831.853071795863798,314159265.358979284763336
137,5,137,479,Nordeste,Paraiba and Pernambucco,Mar do Macaco,-7.045016000000000,-34.841422999999999,2,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,137,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
138,1,138,480,Nordeste,Paraiba and Pernambucco,Dique de Cabedelo,-6.963415000000000,-34.842559999999999,3,2,Left,Beach-break,All surfers,10000.000000000000000,138,137.000000000000000,Hydrocharitaceae,Halophila,Halophila decipiens,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
139,0,139,481,Nordeste,Rio Grande Do Norte,Baia Formosa,-6.366994000000000,-35.014800999999999,3.5,3,Right,Point-break,All surfers,10000.000000000000000,139,,,,,,,,62831.853071795863798,314159265.358979284763336
140,0,140,482,Nordeste,Rio Grande Do Norte,Pipa,-6.227699000000000,-35.044626999999998,4,4,Right and left,Beach-break,All surfers,10000.000000000000000,140,,,,,,,,62831.853071795863798,314159265.358979284763336
141,0,141,483,Nordeste,Rio Grande Do Norte,Lajão,-6.225929000000000,-35.050243999999999,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,141,,,,,,,,62831.853071795863798,314159265.358979284763336
142,0,142,484,Nordeste,Rio Grande Do Norte,Madeiro,-6.221044000000000,-35.067995000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,142,,,,,,,,62831.853071795863798,314159265.358979284763336
143,0,143,485,Nordeste,Rio Grande Do Norte,Cacimbinhas,-6.211530000000000,-35.077500000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,143,,,,,,,,62831.853071795863798,314159265.358979284763336
144,0,144,486,Nordeste,Rio Grande Do Norte,Tabatinga,-6.068866000000000,-35.097197999999999,3,NA,Right and left,NA,NA,10000.000000000000000,144,,,,,,,,62831.853071795863798,314159265.358979284763336
145,0,145,487,Nordeste,Rio Grande Do Norte,Ponta negra,-5.879271000000000,-35.171270000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,145,,,,,,,,62831.853071795863798,314159265.358979284763336
146,0,146,488,Nordeste,Rio Grande Do Norte,Genipabu,-5.687221000000000,-35.211010000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,146,,,,,,,,62831.853071795863798,314159265.358979284763336
147,0,147,489,Nordeste,Ceara,Morro Branco,-4.150763000000000,-38.109726999999999,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,147,,,,,,,,62831.853071795863798,314159265.358979284763336
148,0,148,490,Nordeste,Ceara,Iguape Meio,-3.941302000000000,-38.292251000000000,NA,NA,NA,Beach-break,All surfers,10000.000000000000000,148,,,,,,,,62831.853071795863798,314159265.358979284763336
149,2,149,491,Nordeste,Fernando Do Noronha,Cacimba do Padre,-3.848947000000000,-32.439537000000001,4,2,Left,Beach-break,Experienced surfers,10000.000000000000000,149,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
150,2,150,492,Nordeste,Fernando Do Noronha,Boldró,-3.845457000000000,-32.431694000000000,4,3,Right and left,Reef-coral,Pros or kamikaze only...,10000.000000000000000,150,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
151,2,151,493,Nordeste,Fernando Do Noronha,Conceição,-3.841122000000000,-32.418498000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,151,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
152,2,152,494,Nordeste,Fernando Do Noronha,Meio,-3.839607000000000,-32.413288999999999,3,NA,Right and left,NA,All surfers,10000.000000000000000,152,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
153,2,153,495,Nordeste,Fernando Do Noronha,Cachorro,-3.838906000000000,-32.411127000000000,3,2,Right,Beach-break,All surfers,10000.000000000000000,153,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
154,2,154,496,Nordeste,Fernando Do Noronha,Biboca,-3.835106000000000,-32.403348999999999,3.5,NA,Right,Reef-coral,Experienced surfers,10000.000000000000000,154,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
155,2,155,497,Nordeste,Fernando Do Noronha,Abras,-3.827602000000000,-32.400581000000003,4,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,155,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
156,1,156,498,Nordeste,Ceara,Futuro,-3.726691000000000,-38.457008999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,156,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
157,1,157,499,Nordeste,Ceara,Iracema (ponte metalica),-3.718212000000000,-38.518002000000003,3.5,3,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,157,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
158,1,158,500,Nordeste,Ceara,Leste-Oeste,-3.714080000000000,-38.540489999999998,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,158,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
159,1,159,501,Nordeste,Ceara,Titanzinho,-3.707351000000000,-38.467813000000000,3.5,NA,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,159,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
160,0,160,502,Nordeste,Ceara,Icarai,-3.670278000000000,-38.669443999999999,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,160,,,,,,,,62831.853071795863798,314159265.358979284763336
161,0,161,503,Nordeste,Ceara,Pico das Almas,-3.605083000000000,-38.761997000000001,3,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,161,,,,,,,,62831.853071795863798,314159265.358979284763336
162,0,162,504,Nordeste,Ceara,Taiba,-3.505663000000000,-38.905270000000002,3,3,Right and left,Point-break,All surfers,10000.000000000000000,162,,,,,,,,62831.853071795863798,314159265.358979284763336
163,1,163,505,Nordeste,Ceara,Paracuru,-3.406714000000000,-39.032620999999999,3.5,NA,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,163,443.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
164,0,164,506,Nordeste,Ceara,Jericoacoara,-2.787089000000000,-40.512611000000000,3,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,164,,,,,,,,62831.853071795863798,314159265.358979284763336
165,0,165,507,Nordeste,Maranhao,Travosa,-2.358991000000000,-43.243904000000001,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,165,,,,,,,,62831.853071795863798,314159265.358979284763336
166,0,166,508,Norte,Para,marahu,-1.073422000000000,-48.403187000000003,3.5,2,Right and left,Sand-bar,All surfers,10000.000000000000000,166,,,,,,,,62831.853071795863798,314159265.358979284763336
167,0,167,509,Norte,Para,Camaraçu,-0.868831000000000,-46.430798000000003,5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,167,,,,,,,,62831.853071795863798,314159265.358979284763336
168,0,168,510,Norte,Para,Araruna,-0.688517000000000,-48.483266999999998,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,168,,,,,,,,62831.853071795863798,314159265.358979284763336
169,0,169,511,Norte,Maranhao,Pororoca,1.242601000000000,-50.291972000000001,4,NA,Right and left,Rivermouth,Experienced surfers,10000.000000000000000,169,,,,,,,,62831.853071795863798,314159265.358979284763336
170,0,170,537,Nordeste,Bahia Sul,Sirihyba,-14.955150900000000,-39.007338300000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,170,,,,,,,,62831.853071795863798,314159265.358979284763336
171,0,171,538,Nordeste,Bahia Sul,Sol do Muta,-13.881859300000000,-38.948337600000002,NA,3,Right,Point-break,All surfers,10000.000000000000000,171,,,,,,,,62831.853071795863798,314159265.358979284763336
172,0,172,539,Nordeste,Bahia Norte,Rock Quente,-12.937671999999999,-38.326481000000001,3.5,NA,Right and left,Reef-rocky,NA,10000.000000000000000,172,,,,,,,,62831.853071795863798,314159265.358979284763336
173,0,173,540,Nordeste,Bahia Norte,Ribeira,-12.918761999999999,-38.502079999999999,NA,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,173,,,,,,,,62831.853071795863798,314159265.358979284763336
174,0,174,541,Nordeste,Bahia Norte,Praia das Ondas,-12.596083999999999,-38.028939000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,174,,,,,,,,62831.853071795863798,314159265.358979284763336
175,3,175,542,Nordeste,Sergipe and Alagoas,Rainha,-9.644078000000000,-35.698022000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,175,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
176,0,176,543,Nordeste,Paraiba and Pernambucco,Pedra de Xaréu,-8.303081000000001,-34.945245000000000,3.5,4,Right,Point-break,All surfers,10000.000000000000000,176,,,,,,,,62831.853071795863798,314159265.358979284763336
177,0,177,544,Nordeste,Ceara,Prainha,-3.899172000000000,-38.346806000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,177,,,,,,,,62831.853071795863798,314159265.358979284763336
178,2,178,545,Nordeste,Fernando Do Noronha,Laje do Bode,-3.847468000000000,-32.434612000000001,3.5,2,Left,Reef-coral,Experienced surfers,10000.000000000000000,178,137.000000000000000,Cymodoceaceae,Halodule,Halodule wrightii,Not reported,0.000000000000000,Not reported,62831.853071795863798,314159265.358979284763336
179,0,179,546,Nordeste,Maranhao,Caolho,-2.478724000000000,-44.240184999999997,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,179,,,,,,,,62831.853071795863798,314159265.358979284763336
180,0,180,547,Norte,Para,Atalaia (salinas),-0.596981000000000,-47.293622999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,180,,,,,,,,62831.853071795863798,314159265.358979284763336
181,0,181,548,Norte,Para,Algodoal,-0.577838000000000,-47.579901000000000,3,2,Right,Beach-break,All surfers,10000.000000000000000,181,,,,,,,,62831.853071795863798,314159265.358979284763336
