OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Polygon_Count,very_high_percent_area
130,375,Sudeste,Rio De Janeiro City,Barra de Guaratiba,-23.064018000000001,-43.569374000000003,4,2,Left,Rivermouth,Experienced surfers,10000.000000000000000,130,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
131,376,Sudeste,Rio De Janeiro City,Laje do Dramin,-23.055999000000000,-44.366816000000000,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,131,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
132,377,Sudeste,Rio De Janeiro City,Grumari,-23.049130999999999,-43.526673000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,132,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
133,378,Sudeste,Rio De Janeiro City,Prainha,-23.040759000000001,-43.505259000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,133,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
134,379,Sudeste,Rio De Janeiro City,CcB,-23.034576999999999,-43.488737999999998,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,134,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
135,380,Sudeste,Rio De Janeiro City,Macumba (Curvão),-23.034085000000001,-43.472729000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,135,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
136,381,Sudeste,Rio De Janeiro City,Farorinha,-23.033829000000001,-43.470989000000003,3,2,Left,Beach-break,All surfers,10000.000000000000000,136,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
137,382,Sudeste,Rio De Janeiro City,Canto do recreio,-23.033294999999999,-43.467430000000000,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,137,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
138,383,Sudeste,Rio De Janeiro City,Praia da Macumba,-23.032031000000000,-43.475603999999997,4,4,Right and left,Beach-break,All surfers,10000.000000000000000,138,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
139,384,Sudeste,Rio De Janeiro City,posto 11 (Atlântico sul),-23.030000000000001,-43.466442999999998,3.5,3,Right and left,Sand-bar,All surfers,10000.000000000000000,139,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
140,385,Sudeste,Rio De Janeiro City,Mambucaba,-23.029266000000000,-44.519992000000002,3.5,2,Right and left,Sand-bar,All surfers,10000.000000000000000,140,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
141,386,Sudeste,Rio De Janeiro City,Posto 10 - Recreio,-23.026218000000000,-43.458039999999997,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,141,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
142,387,Sudeste,Rio De Janeiro City,Recreio Posto 9,-23.023638999999999,-43.448228999999998,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,142,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
143,388,Sudeste,Rio De Janeiro City,Lage Postinho,-23.015481999999999,-43.306539000000001,3.5,2,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,143,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
144,389,Sudeste,Rio De Janeiro City,Joatinga,-23.015205000000002,-43.291089999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,144,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
145,390,Sudeste,Rio De Janeiro City,Tropical (posto 1),-23.014824999999998,-43.301845000000000,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,145,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
146,391,Sudeste,Rio De Janeiro City,Barra da Tijuca - Posto 8,-23.010857000000001,-43.361874000000000,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,146,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
147,392,Sudeste,Rio De Janeiro City,Sao Conrado,-22.999800000000000,-43.254353999999999,3.5,NA,Right and left,Beach-break,Experienced surfers,10000.000000000000000,147,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
148,393,Sudeste,Rio De Janeiro City,Laje do sheraton,-22.995671000000002,-43.231243999999997,4,1,Right and left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,148,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
149,394,Sudeste,Rio De Janeiro City,Pontão do leblon,-22.989962999999999,-43.226480000000002,3.5,3,Right,Point-break,Experienced surfers,10000.000000000000000,149,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
150,395,Sudeste,Rio De Janeiro City,Arpoador,-22.989913000000001,-43.191654999999997,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,150,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
151,396,Sudeste,Rio De Janeiro City,Praia do Diabo,-22.988817000000001,-43.189143999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,151,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
152,397,Sudeste,Rio De Janeiro City,Leblon,-22.987947999999999,-43.219527999999997,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,152,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
153,398,Sudeste,Rio De Janeiro City,Ipanema,-22.987552999999998,-43.205409000000003,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,153,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
154,399,Sudeste,Rio De Janeiro City,Shore break expresso escorpiao,-22.986037000000000,-43.182017000000002,3.5,2,Right,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,154,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
155,400,Sudeste,Rio De Janeiro City,Forte de Copacabana,-22.985102999999999,-43.185538999999999,3,2,Right,Point-break,All surfers,10000.000000000000000,155,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
156,401,Sudeste,Rio De Janeiro City,Posto 5 - Copacabana,-22.983917999999999,-43.188457000000000,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,156,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
157,402,Sudeste,Rio De Janeiro Norte,Praia Brava - Pontal do Atalaia,-22.982970000000002,-42.021675000000002,3.5,2,Left,Point-break,Experienced surfers,10000.000000000000000,157,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
158,403,Sudeste,Rio De Janeiro City,Shock,-22.975815999999998,-43.040492999999998,5,2,Right,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,158,62831.853071795863798,314159265.358979284763336,12.028381238218000,1,0.038287526629124
159,404,Sudeste,Rio De Janeiro Norte,Praia Grande - Arraial do Cabo,-22.975325000000002,-42.033842000000000,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,159,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
160,405,Sudeste,Rio De Janeiro City,Itacoatiara,-22.972618000000001,-43.033447000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,160,62831.853071795863798,314159265.358979284763336,14.342218143744301,1,0.045652698249584
161,406,Sudeste,Rio De Janeiro City,Canal de Camboinhas,-22.968074000000001,-43.048166999999999,2,3,Right and left,breakwater/jetty,Beginners wave,10000.000000000000000,161,62831.853071795863798,314159265.358979284763336,17.431698480529601,1,0.055486819593275
162,407,Sudeste,Rio De Janeiro City,Camboinhas,-22.966612000000001,-43.052588000000000,3.5,2,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,162,62831.853071795863798,314159265.358979284763336,17.963752280640300,1,0.057180399438844
163,408,Sudeste,Rio De Janeiro City,Leme,-22.963639000000001,-43.166666999999997,3,3,Left,Sand-bar,All surfers,10000.000000000000000,163,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
164,409,Sudeste,Rio De Janeiro Norte,Ponta Negra - Maricá - RJ,-22.957750999999998,-42.696787000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,164,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
165,410,Sudeste,Rio De Janeiro City,Piratininga,-22.954699000000002,-43.095675000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,165,62831.853071795863798,314159265.358979284763336,13.396496513199400,1,0.042642372803781
166,411,Sudeste,Rio De Janeiro Norte,Massambaba,-22.947170000000000,-42.166815000000000,3.5,4,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,166,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
167,412,Sudeste,Rio De Janeiro Norte,Lage de fora,-22.944344999999998,-42.468187999999998,4,2,Left,Reef-rocky,Don't know,10000.000000000000000,167,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
168,413,Sudeste,Rio De Janeiro Norte,Arraial do Cabo,-22.942665000000002,-42.030054000000000,3.5,2,Left,Reef-coral,Experienced surfers,10000.000000000000000,168,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
169,414,Sudeste,Rio De Janeiro Norte,Itauna,-22.938835999999998,-42.476208000000000,4,4,Right and left,Point-break,All surfers,10000.000000000000000,169,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
170,415,Sudeste,Rio De Janeiro Norte,Backdoor,-22.938421000000002,-42.472313000000000,3,3,Right,Reef-rocky,Experienced surfers,10000.000000000000000,170,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
171,416,Sudeste,Rio De Janeiro Norte,Saquarema - Itauna Beach,-22.938317999999999,-42.479990000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,171,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
172,417,Sudeste,Rio De Janeiro Norte,Saquarema - Praia da Vila,-22.936169000000000,-42.495224000000000,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,172,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
173,418,Sudeste,Rio De Janeiro Norte,Praia do Foguete - Cabo Frio,-22.929735999999998,-42.037751999999998,3,3,Right and left,Sand-bar,NA,10000.000000000000000,173,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
174,419,Sudeste,Rio De Janeiro City,Flamengo,-22.928832000000000,-43.170261000000004,3.5,1,Left,Point-break,Experienced surfers,10000.000000000000000,174,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
175,420,Sudeste,Rio De Janeiro City,prainha de adão e eva,-22.927765000000001,-43.123311999999999,3.5,1,Right and left,Beach-break,All surfers,10000.000000000000000,175,62831.853071795863798,314159265.358979284763336,12.020051722941499,1,0.038261012958528
176,421,Sudeste,Rio De Janeiro City,Itapuca,-22.906618000000002,-43.119706999999998,3.5,2,Right and left,Reef-rocky,All surfers,10000.000000000000000,176,62831.853071795863798,314159265.358979284763336,17.230024292322199,1,0.054844870714330
177,422,Sudeste,Rio De Janeiro Norte,Praia Brava - Cabo Frio,-22.884557000000001,-41.998072000000001,3.5,2,Right and left,Beach-break,All surfers,10000.000000000000000,177,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
178,423,Sudeste,Rio De Janeiro Norte,Praia do Forte - Cabo Frio,-22.884167000000001,-42.013055999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,178,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
179,424,Sudeste,Rio De Janeiro Norte,Dunas do Peró - Cabo Frio -RJ,-22.842631000000001,-41.981335000000001,NA,NA,NA,NA,NA,10000.000000000000000,179,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
180,425,Sudeste,Rio De Janeiro Norte,Geriba,-22.779070000000001,-41.910524000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,180,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
181,426,Sudeste,Rio De Janeiro Norte,Laje da Rasa,-22.726395000000000,-41.971463999999997,3,1,NA,Reef-rocky,Experienced surfers,10000.000000000000000,181,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
182,427,Sudeste,Rio De Janeiro Norte,praia de unamar,-22.609524000000000,-41.997760999999997,2,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,182,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
183,428,Sudeste,Rio De Janeiro Norte,Costazul,-22.525117999999999,-41.920347999999997,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,183,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
184,429,Sudeste,Rio De Janeiro Norte,Pecado,-22.410544999999999,-41.808256999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,184,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
185,430,Sudeste,Rio De Janeiro Norte,Cavaleiros,-22.405111000000002,-41.798358999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,185,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
186,431,Sudeste,Rio De Janeiro Norte,Grussaí,-21.690031000000001,-41.022263000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,186,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
187,432,Sudeste,Esperito Santo,Setiba Pina,-20.635263999999999,-40.425728999999997,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,187,62831.853071795863798,314159265.358979284763336,67.405399577015004,1,0.214558050675326
188,433,Sudeste,Esperito Santo,Barra Sol,-20.384262000000000,-40.310088000000000,3.5,2,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,188,62831.853071795863798,314159265.358979284763336,136.457995086824013,1,0.434359288849553
189,434,Sudeste,Esperito Santo,Secret,-20.379057000000000,-40.307132000000003,3,2,Right and left,Sand-bar,All surfers,10000.000000000000000,189,62831.853071795863798,314159265.358979284763336,130.981466604090002,1,0.416926957269339
190,435,Sudeste,Esperito Santo,Coral do Céu,-20.378699999999998,-40.286881000000001,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,190,62831.853071795863798,314159265.358979284763336,96.910446726838700,1,0.308475532676404
191,436,Sudeste,Esperito Santo,Pompeia,-20.356919000000001,-40.289633000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,191,62831.853071795863798,314159265.358979284763336,96.902132563103905,1,0.308449067871282
192,437,Sudeste,Esperito Santo,D2,-20.348965000000000,-40.270665000000001,3.5,3,Right,Reef-rocky,Experienced surfers,10000.000000000000000,192,62831.853071795863798,314159265.358979284763336,65.804455135792097,1,0.209462086246604
193,438,Sudeste,Esperito Santo,Canal de Vitória,-20.317523999999999,-40.288539000000000,3,1,Left,Sand-bar,All surfers,10000.000000000000000,193,62831.853071795863798,314159265.358979284763336,98.107062468574298,1,0.312284478881980
194,439,Sudeste,Esperito Santo,Praia de Camburi,-20.275804000000001,-40.270986999999998,3,1,Right and left,Beach-break,All surfers,10000.000000000000000,194,62831.853071795863798,314159265.358979284763336,77.684598800572104,1,0.247277758024436
195,440,Sudeste,Esperito Santo,Prainha de Carapebus,-20.236550000000001,-40.215024999999997,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,195,62831.853071795863798,314159265.358979284763336,26.927866552083199,1,0.085714061373659
196,441,Sudeste,Esperito Santo,Barrote-Jacaraipe,-20.151101000000001,-40.183461000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,196,62831.853071795863798,314159265.358979284763336,0.656406534027526,1,0.002089406891366
197,442,Sudeste,Esperito Santo,Jacaraípe- Solemar,-20.135649999999998,-40.180627999999999,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,197,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
198,443,Sudeste,Esperito Santo,Regencia,-19.659238999999999,-39.841576000000003,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,198,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
199,444,Sudeste,Esperito Santo,Guriri,-18.739377999999999,-39.746389000000001,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,199,62831.853071795863798,314159265.358979284763336,28.994236652667301,1,0.092291521688964
200,519,Sudeste,Sao Paolo South,Desertinha,-24.430820000000001,-47.048065000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,200,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
201,520,Sudeste,Sao Paolo South,Cibratel,-24.208026000000000,-46.827103999999999,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,201,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
202,521,Sudeste,Sao Paulo North,Montão do trigo,-23.868587000000002,-45.776426999999998,4,2,Right,Point-break,Experienced surfers,10000.000000000000000,202,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
203,522,Sudeste,Sao Paulo North,Indaiá - Bertioga,-23.814194000000001,-46.059997000000003,3,1,Right and left,Beach-break,All surfers,10000.000000000000000,203,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
204,523,Sudeste,Sao Paulo North,Praia Brava,-23.799344999999999,-45.612667999999999,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,204,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
205,524,Sudeste,Sao Paulo North,Jureia,-23.766200000000001,-45.790182000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,205,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
206,525,Sudeste,Sao Paulo North,Barra do Una - Meio,-23.762623000000001,-45.768425000000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,206,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
207,526,Sudeste,Sao Paulo North,Enseada - Ubatuba,-23.494012000000001,-45.090814999999999,3,2,Right,Beach-break,All surfers,10000.000000000000000,207,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
208,527,Sudeste,Rio De Janeiro City,Presídio,-23.185310000000001,-44.188924000000000,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,208,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
209,528,Sudeste,Rio De Janeiro City,Inferno,-23.059581999999999,-43.545650999999999,3.5,3,Left,Beach-break,Experienced surfers,10000.000000000000000,209,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
210,529,Sudeste,Rio De Janeiro City,Macumba-secreto,-23.037946000000002,-43.495792999999999,3,NA,Right and left,NA,All surfers,10000.000000000000000,210,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
211,530,Sudeste,Rio De Janeiro City,Posto 4,-23.012322999999999,-43.327706999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,211,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
212,531,Sudeste,Rio De Janeiro City,Vala do Mauri,-23.010866100000001,-43.350476999999998,3.5,3,Right,Beach-break,All surfers,10000.000000000000000,212,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
213,532,Sudeste,Rio De Janeiro City,Praia Brava de Angra dos Reis,-23.007446000000002,-44.480341000000003,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,213,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
214,533,Sudeste,Rio De Janeiro City,Castelinho,-22.991389000000002,-43.195435000000003,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,214,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
215,534,Sudeste,Rio De Janeiro City,Sossego,-22.958317000000001,-43.070284999999998,NA,2,Right,Beach-break,NA,10000.000000000000000,215,62831.853071795863798,314159265.358979284763336,20.111841186679900,1,0.064017978790786
216,535,Sudeste,Rio De Janeiro Norte,atafona - sao joao da barra,-21.630725999999999,-41.014155000000002,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,216,62831.853071795863798,314159265.358979284763336,0.000000000000000,0,0.000000000000000
217,536,Sudeste,Esperito Santo,Cemitério,-20.430439000000000,-40.322749000000002,3.5,2,Right,Sand-bar,Experienced surfers,10000.000000000000000,217,62831.853071795863798,314159265.358979284763336,117.470774048807002,1,0.373921087173976
