OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,pressure_index,biodiversity_subindex,surf_subindex,social_subindex,climate_index,response_index,added_indices,sci_w_climate,sci_wo_climate,difference
11,10,Sudeste,NA,Iguape,-24.753211000000000,-47.542059000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.846340235100000,0.341133646700000,0.028369026900000,0.000000000000000,0.277441143800000,0.326350999100000,1.819635051600000,0.333545117300000,0.298655922100000,0.034889195200000
12,11,Sudeste,NA,Peruibe,-24.324427000000000,-46.978886000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.793928033000000,0.425857779600000,0.028369026900000,0.028636077100000,0.370989331100000,0.429791089600000,2.077571337300000,0.421867489800000,0.369130334700000,0.052737155100000
13,12,Sudeste,NA,Praia dos Pescadores,-24.194862000000001,-46.798881999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.769643497800000,0.488450499100000,0.028369026900000,0.503246160000000,0.369195934100000,0.143458975200000,2.302364093100000,0.498840876700000,0.466269520400000,0.032571356300000
14,13,Sudeste,NA,Itanhaem,-24.151427000000002,-46.707858000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.788001155100000,0.467948813700000,0.000000000000000,0.482833908200000,0.306665226100000,0.156988836900000,2.202437940000000,0.464624229400000,0.450237812200000,0.014386417200000
15,14,Sudeste,NA,Praia Grande,-24.028497000000002,-46.438310000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.684751731000000,0.467116951900000,0.085106598500000,0.037601125700000,0.510970538400000,0.163218042600000,1.948764988100000,0.377761704800000,0.253899090300000,0.123862614500000
16,15,Sudeste,NA,Praia do Forte dos Andradas,-24.028369000000001,-46.288159000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.587903690500000,0.409753597100000,0.340425429300000,0.150655760000000,0.293832051300000,0.245386054300000,2.027956582500000,0.404878438300000,0.380938022000000,0.023940416300000
17,16,Sudeste,NA,Praia do Forte dos Andradas,-24.025659999999998,-46.285460000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.581735036700000,0.407477741600000,0.340425429300000,0.150655760000000,0.294738568100000,0.245785256100000,2.020817791800000,0.402433978300000,0.377488938300000,0.024945040000000
18,17,Sudeste,NA,Praia da Ponta Grossa,-24.024816000000001,-46.314497000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.570774474200000,0.430332266400000,0.397163000900000,0.110943775800000,0.249227941300000,0.245322276300000,2.003763734900000,0.396594339400000,0.389688483600000,0.006905855800000
19,18,Sudeste,NA,Itaipu,-24.019545000000001,-46.386795999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.671643910100000,0.483355522100000,0.226950286200000,0.110943775800000,0.477325738400000,0.124243469900000,2.094462702500000,0.427651419900000,0.330784573300000,0.096866846600000
20,19,Sudeste,NA,Guaiuba,-24.017081999999998,-46.295202000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.553883170500000,0.414035441300000,0.368794456200000,0.110943775800000,0.293429838500000,0.233925999000000,1.975012681300000,0.386749422600000,0.358413005600000,0.028336417000000
21,20,Sudeste,NA,Santos,-24.015000000000001,-46.353999999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.531389062000000,0.442480343000000,0.368794456200000,0.119351442300000,0.314079068600000,0.232678017700000,2.008772389800000,0.398309399700000,0.364033566100000,0.034275833600000
22,21,Sudeste,NA,Morro do Maluf,-23.997560000000000,-46.251593999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.591429524200000,0.458811066700000,0.312056884700000,0.142248093500000,0.519115882600000,0.253426321300000,2.277087773000000,0.490185775900000,0.391161564100000,0.099024211800000
23,22,Sudeste,NA,Praia da Enseada,-23.990651000000000,-46.209406000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.654637987100000,0.443139167600000,0.226950286200000,0.117025094100000,0.521961053600000,0.297444655900000,2.261158244500000,0.484731197300000,0.383112709400000,0.101618487900000
24,23,Sudeste,NA,Embare,-23.980865999999999,-46.317684000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.504260689000000,0.508260181500000,0.397163000900000,0.109444043200000,0.534537883100000,0.196044770700000,2.249710568400000,0.480811291600000,0.372813223400000,0.107998068200000
25,24,Sudeste,NA,Gonzaga,-23.974027000000000,-46.330098000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.468786639800000,0.520067557800000,0.397163000900000,0.109444043200000,0.564652960700000,0.186594815400000,2.246709017800000,0.479783502600000,0.358615876100000,0.121167626500000
26,25,Sudeste,NA,Pereque,-23.927582999999998,-46.178826000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.828504327400000,0.618627771100000,0.198581741600000,0.078016729400000,0.794793800900000,0.211879849600000,2.730404220000000,0.645410094100000,0.467316535600000,0.178093558500000
27,26,Sudeste,NA,Praia Preta,-23.874700000000001,-46.138959000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.860086371600000,0.562170175800000,0.198581741600000,0.078016729400000,0.645672065600000,0.314096516000000,2.658623600000000,0.620831021600000,0.500473252700000,0.120357768900000
28,27,Sudeste,NA,Praia da Bertioga,-23.846986000000001,-46.126967999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.854882554200000,0.610338597100000,0.198581741600000,0.078016729400000,0.574750514500000,0.354242631400000,2.670812768200000,0.625004828600000,0.536103442300000,0.088901386300000
29,28,Sudeste,NA,Maresias,-23.793693260000001,-45.559764340000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.909607097200000,0.507521068200000,0.170212714700000,0.110198962200000,0.220652159700000,0.566277705300000,2.484469707300000,0.561197360800000,0.608021396900000,-0.046824036100000
30,29,Sudeste,NA,Canto de Moreira,-23.793056000000000,-45.587394000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.899010155900000,0.461805652300000,0.226950286200000,0.110198962200000,0.228537866800000,0.497545957700000,2.424048881100000,0.540508101400000,0.578737873000000,-0.038229771600000
31,30,Sudeste,NA,Itaguere,-23.786995000000001,-45.971372000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.875931695400000,0.536381745900000,0.085106598500000,0.000000000000000,0.440775192700000,0.350534452200000,2.288729684700000,0.494172191600000,0.429737781300000,0.064434410300000
32,31,Sudeste,NA,Boicucanga,-23.784431000000001,-45.631354999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.891927623700000,0.469626135900000,0.312056884700000,0.110198962200000,0.311459179100000,0.449455906300000,2.544724691900000,0.581829832800000,0.594923510100000,-0.013093677300000
33,32,Sudeste,NA,Praia de Baleia,-23.775839000000001,-45.683985999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.890290626800000,0.511008771400000,0.312056884700000,0.110198962200000,0.309125293200000,0.412917914200000,2.545598452500000,0.582129025300000,0.596298652200000,-0.014169626900000
34,33,Sudeste,NA,Barra do Sahy,-23.774384999999999,-45.697569999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.891517548900000,0.508844798200000,0.312056884700000,0.110198962200000,0.311293118200000,0.388545677400000,2.522456989600000,0.574204940900000,0.585448370400000,-0.011243429500000
35,34,Sudeste,NA,Praia Preta,-23.773009999999999,-45.715814999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.896784530500000,0.501192675100000,0.312056884700000,0.110198962200000,0.339195491100000,0.374158489000000,2.533587032600000,0.578016082900000,0.578257946600000,-0.000241863700000
36,35,Sudeste,NA,Bananas Point,-23.771605000000001,-45.706209999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.895524217500000,0.517166731600000,0.312056884700000,0.110198962200000,0.321623217500000,0.388116350700000,2.544686364200000,0.581816708700000,0.590549679100000,-0.008732970400000
37,36,Sudeste,NA,Praia do Juquei,-23.768115000000002,-45.745452999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.903228426500000,0.497819721400000,0.283687857800000,0.073465974800000,0.355108506900000,0.377570458300000,2.490880945700000,0.563392692800000,0.553127497000000,0.010265195800000
38,37,Sudeste,NA,Barra do Una,-23.763818000000001,-45.762779999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.908292189900000,0.507063247400000,0.255319313100000,0.057442927300000,0.375226216700000,0.373520601900000,2.476864496300000,0.558593189500000,0.538493926500000,0.020099263000000
39,38,Sudeste,NA,Praia da Boracéia,-23.758372999999999,-45.828777000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.904285045600000,0.535585302200000,0.113475143100000,0.044252801600000,0.425849369600000,0.329649776000000,2.353097438100000,0.516212955200000,0.463731533100000,0.052481422100000
40,39,Sudeste,NA,Praia Dura,-23.496058000000001,-45.171014000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.904426047300000,0.667641526600000,0.113475143100000,0.082996421100000,0.318679573000000,0.444938638100000,2.532157349200000,0.577526531600000,0.586440358800000,-0.008913827200000
41,40,Sudeste,NA,Pereque-Acu,-23.424565000000001,-45.062697000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.854859844200000,0.696762023900000,0.255319313100000,0.552466222500000,0.351697595400000,0.422804800300000,3.133909799400000,0.783578208000000,0.830261079900000,-0.046682871900000
42,41,Sudeste,NA,Itamambuca,-23.406683000000001,-45.008741000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.890674201800000,0.571332519800000,0.198581741600000,0.552466222500000,0.360241329900000,0.433689382500000,3.006985398100000,0.740116838400000,0.772184872600000,-0.032068034200000
43,42,Sudeste,NA,Praia da Fazenda,-23.361352000000000,-44.859766000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.978866477900000,0.568391488900000,0.028369026900000,0.178176094600000,0.343418025100000,0.565305528200000,2.662526641600000,0.622167498600000,0.631725093400000,-0.009557594800000
44,43,Sudeste,NA,Aventureiro,-23.184405999999999,-44.315804000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.949728555400000,0.273506054000000,0.085106598500000,0.122556978900000,0.176512837500000,0.433610111500000,2.041021135800000,0.409351994000000,0.436834522400000,-0.027482528400000
45,44,Sudeste,NA,Praia do Leste,-23.179746000000002,-44.274093999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.951696476100000,0.344541116000000,0.113475143100000,0.122556978900000,0.191489876500000,0.612538787000000,2.336298377600000,0.510460632000000,0.557001324700000,-0.046540692700000
46,45,Sudeste,NA,Praia do Sul,-23.178656000000000,-44.296756999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.950762552700000,0.311294079300000,0.085106598500000,0.122556978900000,0.176477450200000,0.528700387100000,2.174898046700000,0.455194037300000,0.494243730500000,-0.039049693200000
47,46,Sudeste,NA,Praia do Meio,-23.066913000000000,-43.549809000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.560585622900000,0.581538237500000,0.312056884700000,0.149455073700000,0.668763607700000,0.370513070800000,2.642912497300000,0.615451236200000,0.483838267400000,0.131612968800000
48,47,Sudeste,NA,Restinga a Marambaia,-23.061833000000000,-43.591673000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.684224415600000,0.559267534000000,0.170212714700000,0.094873871400000,0.749805394100000,0.383715841200000,2.642099771000000,0.615172943000000,0.448746623000000,0.166426320000000
49,48,Sudeste,NA,Grumari,-23.050469000000000,-43.533907999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.526197346600000,0.613276616300000,0.397163000900000,0.149455073700000,0.657870852200000,0.389398501700000,2.733361391400000,0.646422686800000,0.527284193800000,0.119138493000000
50,49,Sudeste,NA,Reserva,-23.022717000000000,-43.440916000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.406273119200000,0.590807679100000,0.368794456200000,0.670730395600000,0.334607273000000,0.405210565700000,2.776423488800000,0.661167981700000,0.684330763000000,-0.023162781300000
51,50,Sudeste,NA,Barra da Tijuca,-23.020340120000000,-43.372478489999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.332024430100000,0.562109835000000,0.283687857800000,0.670730395600000,0.384462170100000,0.169804151400000,2.402818840000000,0.533238524800000,0.502790474900000,0.030448049900000
52,51,Sudeste,NA,Barra da Tijuca,-23.014886109999999,-43.372222219999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.319886409900000,0.572687918700000,0.283687857800000,0.670730395600000,0.376213390700000,0.177314030500000,2.400520003200000,0.532451358600000,0.505341260000000,0.027110098600000
53,52,Sudeste,NA,Sao Conrado,-23.000617999999999,-43.264187000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.377900255700000,0.559839513100000,0.453900572400000,0.208308739100000,0.156349679700000,0.135351137300000,1.891649897300000,0.358204393200000,0.381442047600000,-0.023237654400000
54,53,Sudeste,NA,Bambui,-22.975255000000001,-42.916570000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.717076145500000,0.558557331900000,0.000000000000000,0.070369461500000,0.067128076600000,0.074338999800000,1.487470015300000,0.219805385100000,0.246417067700000,-0.026611682600000
55,54,Sudeste,NA,Itaipuacu,-22.971149000000000,-43.011260000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.689928722500000,0.485350610900000,0.226950286200000,0.070369461500000,0.162676144900000,0.309549680100000,1.944824906100000,0.376412544600000,0.401526370200000,-0.025113825600000
56,55,Sudeste,NA,Barra de Marica,-22.962100000000000,-42.809486999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.741856436100000,0.541242989600000,0.000000000000000,0.506402847300000,0.379320418000000,0.049579956000000,2.218402647000000,0.470090853800000,0.425934175500000,0.044156678300000
57,56,Sudeste,NA,Camboinhas,-22.961998000000001,-43.059922999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.606803601800000,0.449197356500000,0.283687857800000,0.105913892100000,0.149220961900000,0.291953738500000,1.886777408600000,0.356535958800000,0.382409310000000,-0.025873351200000
58,57,Sudeste,NA,Pirantininga,-22.955044999999998,-43.088653999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.516200824600000,0.473456373000000,0.397163000900000,0.122729225100000,0.149491867600000,0.263488698600000,1.922529989800000,0.368778334000000,0.397620570800000,-0.028842236800000
59,58,Sudeste,NA,Jacone,-22.946556000000001,-42.679789000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.808208124400000,0.500827071100000,0.028369026900000,0.069373452500000,0.241434564600000,0.194154179600000,1.842366419100000,0.341328777100000,0.323837321100000,0.017491456000000
60,59,Sudeste,NA,Figueira,-22.944991999999999,-42.188828000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.811450360900000,0.205873713400000,0.028369026900000,0.054271199200000,0.296338375500000,0.233929566700000,1.630232242600000,0.268689932600000,0.209356130100000,0.059333802500000
61,60,Sudeste,NA,Praia do Fora,-22.944794000000002,-43.155304000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.108883790800000,0.507220056800000,0.482269599300000,0.801085894900000,0.123337206500000,0.198634289800000,2.221430838100000,0.471127765000000,0.536974309300000,-0.065846544300000
62,61,Sudeste,NA,Laje do Pao de Acucar,-22.938409000000000,-43.151797000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.056777298800000,0.502202987600000,0.453900572400000,0.801085894900000,0.128178712700000,0.195174684500000,2.137320150900000,0.442326639100000,0.498839835800000,-0.056513196700000
63,62,Sudeste,NA,Canal,-22.937418999999998,-42.487813000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.759922845700000,0.397241569400000,0.141844170000000,0.557187370700000,0.192335691500000,0.108237158000000,2.156768805300000,0.448986234500000,0.479673041300000,-0.030686806800000
64,63,Sudeste,NA,Praia Seca,-22.936126000000002,-42.361598000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.748321748000000,0.354472256700000,0.000000000000000,0.065757201300000,0.362616346200000,0.185820768200000,1.716988320400000,0.298396891400000,0.218135248400000,0.080261643000000
65,64,Sudeste,NA,Caravelas,-22.814850000000000,-41.953901999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.742481682900000,0.541788940200000,0.113475143100000,0.110614752200000,0.189211494600000,0.306993679900000,2.004565692900000,0.396868945300000,0.415761790500000,-0.018892845200000
66,65,Sudeste,NA,Tucuns,-22.799863999999999,-41.929282000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.754953202900000,0.539388876700000,0.141844170000000,0.165051240300000,0.209598887700000,0.293341301800000,2.104177679400000,0.430978015900000,0.449725968800000,-0.018747952900000
67,66,Sudeste,NA,Praia Brava,-22.754252000000001,-41.872608999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.781228684000000,0.453702644900000,0.056737571600000,0.195356600200000,0.208416379400000,0.071510105400000,1.766951985500000,0.315505416600000,0.305661730900000,0.009843685700000
68,67,Sudeste,NA,Marataizes,-21.044882999999999,-40.827455999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.769545364700000,0.400378084500000,0.000000000000000,0.013415268500000,0.389870827200000,0.013884850300000,1.587094395200000,0.253918699400000,0.150764546300000,0.103154153100000
69,68,Sudeste,NA,Ponta do Ubu,-20.793246000000000,-40.579551000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.798125991500000,0.683043774800000,0.028369026900000,0.050543600500000,0.360592889700000,0.049995979300000,1.970671262700000,0.385262836900000,0.327758502300000,0.057504334600000
70,69,Sudeste,NA,Ponta dos Castelhanos,-20.755085000000001,-40.560755000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.803394485800000,0.707215274100000,0.056737571600000,0.050543600500000,0.392133530000000,0.026117559600000,2.036142021600000,0.407681290900000,0.342304599000000,0.065376691900000
71,70,Sudeste,NA,Maimba,-20.707021999999998,-40.514367999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.749822758700000,0.767638036500000,0.056737571600000,0.689526253100000,0.371148499400000,0.015476501400000,2.650349620700000,0.617997851100000,0.614616450500000,0.003381400600000
72,71,Sudeste,NA,Praia do Morro,-20.659787999999999,-40.493842999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.729148413200000,0.841156679600000,0.056737571600000,0.723950848600000,0.405286767900000,0.049248702200000,2.805528983100000,0.671134265900000,0.666507676600000,0.004626589300000
73,72,Sudeste,NA,Ponta de Bororo,-20.614518000000000,-40.415382000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.778707889600000,0.597279017800000,0.113475143100000,0.564205185400000,0.262004072200000,0.155353025700000,2.471024333800000,0.556593404900000,0.584529388800000,-0.027935983900000
74,73,Sudeste,NA,Tropical,-20.559543999999999,-40.391810000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.798434273800000,0.574499535300000,0.141844170000000,0.069742403300000,0.213457236700000,0.179412859000000,1.977390478100000,0.387563626200000,0.393717240000000,-0.006153613800000
75,74,Sudeste,NA,Dunas de Ule,-20.542100000000001,-40.379860999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.804435149300000,0.581536816300000,0.113475143100000,0.069742403300000,0.187414113600000,0.165209149200000,1.921812774800000,0.368532745800000,0.381055543600000,-0.012522797800000
76,75,Sudeste,NA,Guarapari - Ule,-20.541319000000001,-40.378385999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.804141707300000,0.579785509100000,0.113475143100000,0.069742403300000,0.187414113600000,0.163886180700000,1.918445057100000,0.367379574100000,0.379611777800000,-0.012232203700000
77,76,Sudeste,NA,Ponta da Fruta,-20.516836999999999,-40.358133000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.775670033800000,0.615311206900000,0.141844170000000,0.069742403300000,0.183270642700000,0.117931595500000,1.903770052200000,0.362354568600000,0.375096830000000,-0.012742261400000
78,77,Sudeste,NA,Coral Dois,-20.448948000000001,-40.330300000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.707985758200000,0.723767420000000,0.255319313100000,0.058042901800000,0.187823406500000,0.041324828400000,1.974263628000000,0.386492932300000,0.403366151400000,-0.016873219100000
79,78,Sudeste,NA,Ponta da Belina,-20.445827000000001,-40.329245000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.698122466400000,0.725523112400000,0.255319313100000,0.046265248300000,0.178308022200000,0.039729361200000,1.943267523600000,0.375879266700000,0.394157205400000,-0.018277938700000
80,79,Sudeste,NA,Coral Um,-20.437659000000000,-40.326006999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.677332379600000,0.728006070700000,0.226950286200000,0.054672914700000,0.175611449400000,0.036118031300000,1.898691131900000,0.360615448100000,0.376203012400000,-0.015587564300000
81,80,Sudeste,NA,"Barrao, Brazil",-20.427381000000000,-40.320982000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.642050164500000,0.733923744600000,0.255319313100000,0.054672914700000,0.159656429200000,0.030190128900000,1.875812695000000,0.352781428800000,0.373234891700000,-0.020453462900000
82,81,Sudeste,NA,Barrinha,-20.422540999999999,-40.321933999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.623371426000000,0.741449163900000,0.255319313100000,0.054672914700000,0.153905604600000,0.028604341900000,1.857322764200000,0.346450118900000,0.367773541200000,-0.021323422300000
